processid,class,order,suborder,infraorder,superfamily,family,subfamily,tribe,subtribe,genus,subgenus,species,subspecies,country,realm,label
MPGA2617-19,Insecta,Coleoptera,NA,NA,NA,Elateridae,Elaterinae,Agriotini,NA,Agriotes,NA,Agriotes criddlei,NA,United States,Nearctic,MPGA2617-19_Elateridae_Elaterinae_Agriotini_Agriotes_criddlei_United_States
MPGC466-19,Insecta,Coleoptera,NA,NA,NA,Elateridae,Elaterinae,Agriotini,NA,Agriotes,NA,NA,NA,United States,Nearctic,MPGC466-19_Elateridae_Elaterinae_Agriotini_Agriotes_United_States
MTWW376-13,Insecta,Coleoptera,NA,NA,NA,Elateridae,Elaterinae,Agriotini,NA,Dalopius,NA,Dalopius sp.,NA,United States,Nearctic,MTWW376-13_Elateridae_Elaterinae_Agriotini_Dalopius_sp._United_States
MTWW418-13,Insecta,Coleoptera,NA,NA,NA,Elateridae,Elaterinae,Agriotini,NA,Agriotes,NA,Agriotes sparsus,NA,United States,Nearctic,MTWW418-13_Elateridae_Elaterinae_Agriotini_Agriotes_sparsus_United_States
NGNAD1571-13,Insecta,Coleoptera,NA,NA,NA,Elateridae,Elaterinae,Agriotini,NA,Dalopius,NA,Dalopius gartrelli,NA,Canada,Nearctic,NGNAD1571-13_Elateridae_Elaterinae_Agriotini_Dalopius_gartrelli_Canada
NGSFT3290-16,Insecta,Coleoptera,NA,NA,NA,Elateridae,Elaterinae,Agriotini,NA,Agriotes,NA,Agriotes limosus,NA,Canada,Nearctic,NGSFT3290-16_Elateridae_Elaterinae_Agriotini_Agriotes_limosus_Canada
NGSFT3291-16,Insecta,Coleoptera,NA,NA,NA,Elateridae,Elaterinae,Agriotini,NA,Agriotes,NA,Agriotes limosus,NA,Canada,Nearctic,NGSFT3291-16_Elateridae_Elaterinae_Agriotini_Agriotes_limosus_Canada
NOCOL243-18,Insecta,Coleoptera,NA,NA,NA,Elateridae,Elaterinae,Agriotini,NA,Agriotes,NA,Agriotes lineatus,NA,Norway,Palearctic,NOCOL243-18_Elateridae_Elaterinae_Agriotini_Agriotes_lineatus_Norway
OPPKC212-17,Insecta,Coleoptera,NA,NA,NA,Elateridae,Elaterinae,Agriotini,NA,Dalopius,NA,Dalopius gentilis,NA,Canada,Nearctic,OPPKC212-17_Elateridae_Elaterinae_Agriotini_Dalopius_gentilis_Canada
PFCCA325-15,Insecta,Coleoptera,NA,NA,NA,Elateridae,Elaterinae,Agriotini,NA,Dalopius,NA,Dalopius corvinus,NA,Canada,Nearctic,PFCCA325-15_Elateridae_Elaterinae_Agriotini_Dalopius_corvinus_Canada
POSPB1198-15,Insecta,Coleoptera,NA,NA,NA,Elateridae,Elaterinae,Agriotini,NA,Agriotes,NA,Agriotes lineatus,NA,Canada,Nearctic,POSPB1198-15_Elateridae_Elaterinae_Agriotini_Agriotes_lineatus_Canada
SICOG210-22,Insecta,Coleoptera,NA,NA,NA,Elateridae,Elaterinae,Agriotini,NA,Cardiorhinus,NA,NA,NA,Panama,Panamanian,SICOG210-22_Elateridae_Elaterinae_Agriotini_Cardiorhinus_Panama
SICOG211-22,Insecta,Coleoptera,NA,NA,NA,Elateridae,Elaterinae,Agriotini,NA,Cardiorhinus,NA,NA,NA,Venezuela,Neotropic,SICOG211-22_Elateridae_Elaterinae_Agriotini_Cardiorhinus_Venezuela
SMTPL6740-15,Insecta,Coleoptera,NA,NA,NA,Elateridae,Elaterinae,Agriotini,NA,Agriotes,NA,Agriotes fucosus,NA,Canada,Nearctic,SMTPL6740-15_Elateridae_Elaterinae_Agriotini_Agriotes_fucosus_Canada
SMTPL9853-15,Insecta,Coleoptera,NA,NA,NA,Elateridae,Elaterinae,Agriotini,NA,Agriotes,NA,Agriotes lineatus,NA,Canada,Nearctic,SMTPL9853-15_Elateridae_Elaterinae_Agriotini_Agriotes_lineatus_Canada
SMTPM2921-15,Insecta,Coleoptera,NA,NA,NA,Elateridae,Elaterinae,Agriotini,NA,Agriotes,NA,Agriotes lineatus,NA,Canada,Nearctic,SMTPM2921-15_Elateridae_Elaterinae_Agriotini_Agriotes_lineatus_Canada
SMTPM5184-15,Insecta,Coleoptera,NA,NA,NA,Elateridae,Elaterinae,Agriotini,NA,Agriotes,NA,Agriotes lineatus,NA,Canada,Nearctic,SMTPM5184-15_Elateridae_Elaterinae_Agriotini_Agriotes_lineatus_Canada
SMTPM5185-15,Insecta,Coleoptera,NA,NA,NA,Elateridae,Elaterinae,Agriotini,NA,Agriotes,NA,Agriotes lineatus,NA,Canada,Nearctic,SMTPM5185-15_Elateridae_Elaterinae_Agriotini_Agriotes_lineatus_Canada
SMTPM5186-15,Insecta,Coleoptera,NA,NA,NA,Elateridae,Elaterinae,Agriotini,NA,Agriotes,NA,Agriotes lineatus,NA,Canada,Nearctic,SMTPM5186-15_Elateridae_Elaterinae_Agriotini_Agriotes_lineatus_Canada
SMTPM5187-15,Insecta,Coleoptera,NA,NA,NA,Elateridae,Elaterinae,Agriotini,NA,Agriotes,NA,Agriotes lineatus,NA,Canada,Nearctic,SMTPM5187-15_Elateridae_Elaterinae_Agriotini_Agriotes_lineatus_Canada
SMTPM5188-15,Insecta,Coleoptera,NA,NA,NA,Elateridae,Elaterinae,Agriotini,NA,Agriotes,NA,Agriotes lineatus,NA,Canada,Nearctic,SMTPM5188-15_Elateridae_Elaterinae_Agriotini_Agriotes_lineatus_Canada
SMTPM5320-15,Insecta,Coleoptera,NA,NA,NA,Elateridae,Elaterinae,Agriotini,NA,Agriotes,NA,Agriotes lineatus,NA,Canada,Nearctic,SMTPM5320-15_Elateridae_Elaterinae_Agriotini_Agriotes_lineatus_Canada
SMTPP1279-15,Insecta,Coleoptera,NA,NA,NA,Elateridae,Elaterinae,Agriotini,NA,Agriotes,NA,Agriotes lineatus,NA,Canada,Nearctic,SMTPP1279-15_Elateridae_Elaterinae_Agriotini_Agriotes_lineatus_Canada
SMTPP3816-15,Insecta,Coleoptera,NA,NA,NA,Elateridae,Elaterinae,Agriotini,NA,Agriotes,NA,Agriotes lineatus,NA,Canada,Nearctic,SMTPP3816-15_Elateridae_Elaterinae_Agriotini_Agriotes_lineatus_Canada
SSJAB1096-13,Insecta,Coleoptera,NA,NA,NA,Elateridae,Elaterinae,Agriotini,NA,Dalopius,NA,Dalopius pallidus,NA,Canada,Nearctic,SSJAB1096-13_Elateridae_Elaterinae_Agriotini_Dalopius_pallidus_Canada
SSKJA125-14,Insecta,Coleoptera,NA,NA,NA,Elateridae,Elaterinae,Agriotini,NA,Dalopius,NA,NA,NA,Canada,Nearctic,SSKJA125-14_Elateridae_Elaterinae_Agriotini_Dalopius_Canada
TDAAT014-19,Insecta,Coleoptera,NA,NA,NA,Elateridae,Elaterinae,Agriotini,NA,Dalopius,NA,Dalopius marginatus,NA,Austria,Palearctic,TDAAT014-19_Elateridae_Elaterinae_Agriotini_Dalopius_marginatus_Austria
TDAOE2335-23,Insecta,Coleoptera,NA,NA,NA,Elateridae,Elaterinae,Agriotini,NA,Agriotes,NA,NA,NA,Austria,Palearctic,TDAOE2335-23_Elateridae_Elaterinae_Agriotini_Agriotes_Austria
THAK1909-19,Insecta,Coleoptera,NA,NA,NA,Elateridae,Elaterinae,Agriotini,NA,Agriotes,NA,NA,NA,Canada,Nearctic,THAK1909-19_Elateridae_Elaterinae_Agriotini_Agriotes_Canada
THAK1939-19,Insecta,Coleoptera,NA,NA,NA,Elateridae,Elaterinae,Agriotini,NA,Agriotes,NA,Agriotes ferrugineipennis,NA,Canada,Nearctic,THAK1939-19_Elateridae_Elaterinae_Agriotini_Agriotes_ferrugineipennis_Canada
USCOC129-10,Insecta,Coleoptera,NA,NA,NA,Elateridae,Elaterinae,Agriotini,NA,Agriotes,NA,Agriotes insanus,NA,United States,Nearctic,USCOC129-10_Elateridae_Elaterinae_Agriotini_Agriotes_insanus_United_States
USCOL001-09,Insecta,Coleoptera,NA,NA,NA,Elateridae,Elaterinae,Agriotini,NA,Agriotes,NA,Agriotes insanus,NA,United States,Nearctic,USCOL001-09_Elateridae_Elaterinae_Agriotini_Agriotes_insanus_United_States
BIOD00016,Insecta,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Elateridae,Agrypninae,Agrypnini,NA,Adelocera,NA,NA,NA,Malaysia,Indomalayan,BIOD00016_Elateridae_Agrypninae_Agrypnini_Adelocera_Malaysia
BIOD00225,Insecta,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Elateridae,Agrypninae,Agrypnini,NA,Adelocera,NA,NA,NA,Malaysia,Indomalayan,BIOD00225_Elateridae_Agrypninae_Agrypnini_Adelocera_Malaysia
BIOD08185,Insecta,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Elateridae,Agrypninae,Agrypnini,NA,Adelocera,NA,NA,NA,NA,NA,BIOD08185_Elateridae_Agrypninae_Agrypnini_Adelocera_NA
GBDL02335,Insecta,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Elateridae,Agrypninae,Agrypnini,NA,Agrypnus,NA,Agrypnus sp. YD-2019,NA,China,Palearctic,GBDL02335_Elateridae_Agrypninae_Agrypnini_Agrypnus_sp._YD-2019_China
GBDL02878,Insecta,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Elateridae,Agrypninae,Agrypnini,NA,Agrypnus,NA,Agrypnus murinus,NA,NA,NA,GBDL02878_Elateridae_Agrypninae_Agrypnini_Agrypnus_murinus_NA
GBDL03331,Insecta,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Elateridae,Agrypninae,Agrypnini,NA,Agrypnus,NA,Agrypnus binodulus,NA,China,Palearctic,GBDL03331_Elateridae_Agrypninae_Agrypnini_Agrypnus_binodulus_China
QINL00691,Insecta,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Elateridae,Agrypninae,Agrypnini,NA,Agrypnus,NA,NA,NA,NA,NA,QINL00691_Elateridae_Agrypninae_Agrypnini_Agrypnus_NA
ASSCR6408-12,Insecta,Coleoptera,NA,NA,NA,Elateridae,Agrypninae,Agrypnini,NA,Agrypnus,NA,Agrypnus costaricensis,NA,Costa Rica,Panamanian,ASSCR6408-12_Elateridae_Agrypninae_Agrypnini_Agrypnus_costaricensis_Costa_Rica
ASSCR6416-12,Insecta,Coleoptera,NA,NA,NA,Elateridae,Agrypninae,Agrypnini,NA,Agrypnus,NA,Agrypnus paleatus,NA,Costa Rica,Panamanian,ASSCR6416-12_Elateridae_Agrypninae_Agrypnini_Agrypnus_paleatus_Costa_Rica
ASSCR6530-12,Insecta,Coleoptera,NA,NA,NA,Elateridae,Agrypninae,Agrypnini,NA,Dilobitarsus,NA,Dilobitarsus inopinus,NA,Costa Rica,Panamanian,ASSCR6530-12_Elateridae_Agrypninae_Agrypnini_Dilobitarsus_inopinus_Costa_Rica
ASSCR6536-12,Insecta,Coleoptera,NA,NA,NA,Elateridae,Agrypninae,Agrypnini,NA,Dilobitarsus,NA,Dilobitarsus bidens,NA,Costa Rica,Panamanian,ASSCR6536-12_Elateridae_Agrypninae_Agrypnini_Dilobitarsus_bidens_Costa_Rica
ASSCR6547-12,Insecta,Coleoptera,NA,NA,NA,Elateridae,Agrypninae,Agrypnini,NA,Lacon,NA,Lacon sp.,NA,Costa Rica,Panamanian,ASSCR6547-12_Elateridae_Agrypninae_Agrypnini_Lacon_sp._Costa_Rica
ASSCR6550-12,Insecta,Coleoptera,NA,NA,NA,Elateridae,Agrypninae,Agrypnini,NA,Lacon,NA,Lacon palliataAS1,NA,Costa Rica,Panamanian,ASSCR6550-12_Elateridae_Agrypninae_Agrypnini_Lacon_palliataAS1_Costa_Rica
ASSCR6551-12,Insecta,Coleoptera,NA,NA,NA,Elateridae,Agrypninae,Agrypnini,NA,Lacon,NA,Lacon palliataAS2,NA,Costa Rica,Panamanian,ASSCR6551-12_Elateridae_Agrypninae_Agrypnini_Lacon_palliataAS2_Costa_Rica
BBCCA1838-12,Insecta,Coleoptera,NA,NA,NA,Elateridae,Agrypninae,Agrypnini,NA,Lacon,NA,Lacon marmoratus,NA,United States,Nearctic,BBCCA1838-12_Elateridae_Agrypninae_Agrypnini_Lacon_marmoratus_United_States
BIOSC2198-25,Insecta,Coleoptera,NA,NA,NA,Elateridae,Agrypninae,Agrypnini,NA,Agrypnus,NA,Agrypnus crenicollis,NA,Georgia,Palearctic,BIOSC2198-25_Elateridae_Agrypninae_Agrypnini_Agrypnus_crenicollis_Georgia
CISSB10054-23,Insecta,Coleoptera,NA,NA,NA,Elateridae,Agrypninae,Agrypnini,NA,Danosoma,NA,Danosoma brevicorne,NA,United States,Nearctic,CISSB10054-23_Elateridae_Agrypninae_Agrypnini_Danosoma_brevicorne_United_States
CNCCE104-12,Insecta,Coleoptera,NA,NA,NA,Elateridae,Agrypninae,Agrypnini,NA,Danosoma,NA,Danosoma brevicorne,NA,United States,Nearctic,CNCCE104-12_Elateridae_Agrypninae_Agrypnini_Danosoma_brevicorne_United_States
CNCCE1204-12,Insecta,Coleoptera,NA,NA,NA,Elateridae,Agrypninae,Agrypnini,NA,Danosoma,NA,Danosoma obtectum,NA,Canada,Nearctic,CNCCE1204-12_Elateridae_Agrypninae_Agrypnini_Danosoma_obtectum_Canada
CNCCE900-12,Insecta,Coleoptera,NA,NA,NA,Elateridae,Agrypninae,Agrypnini,NA,Meristhus,NA,NA,NA,United States,Nearctic,CNCCE900-12_Elateridae_Agrypninae_Agrypnini_Meristhus_United_States
CNCCE917-12,Insecta,Coleoptera,NA,NA,NA,Elateridae,Agrypninae,Agrypnini,NA,Lacon,NA,Lacon auroratus,NA,Canada,Nearctic,CNCCE917-12_Elateridae_Agrypninae_Agrypnini_Lacon_auroratus_Canada
COLFA158-10,Insecta,Coleoptera,NA,NA,NA,Elateridae,Agrypninae,Agrypnini,NA,Danosoma,NA,Danosoma conspersum,NA,Finland,Palearctic,COLFA158-10_Elateridae_Agrypninae_Agrypnini_Danosoma_conspersum_Finland
COLNF434-14,Insecta,Coleoptera,NA,NA,NA,Elateridae,Agrypninae,Agrypnini,NA,Danosoma,NA,Danosoma brevicorne,NA,Canada,Nearctic,COLNF434-14_Elateridae_Agrypninae_Agrypnini_Danosoma_brevicorne_Canada
CROAC15805-21,Insecta,Coleoptera,NA,NA,NA,Elateridae,Agrypninae,Agrypnini,NA,Agrypnus,NA,NA,NA,Costa Rica,Panamanian,CROAC15805-21_Elateridae_Agrypninae_Agrypnini_Agrypnus_Costa_Rica
CROZA049-21,Insecta,Coleoptera,NA,NA,NA,Elateridae,Agrypninae,Agrypnini,NA,Agrypnus,NA,NA,NA,Costa Rica,Panamanian,CROZA049-21_Elateridae_Agrypninae_Agrypnini_Agrypnus_Costa_Rica
CRSRA38221-22,Insecta,Coleoptera,NA,NA,NA,Elateridae,Agrypninae,Agrypnini,NA,Agrypnus,NA,NA,NA,Costa Rica,Panamanian,CRSRA38221-22_Elateridae_Agrypninae_Agrypnini_Agrypnus_Costa_Rica
EPNG9334-15,Insecta,Coleoptera,NA,NA,NA,Elateridae,Agrypninae,Agrypnini,NA,Agrypnus,NA,Agrypnus alternatus,NA,Papua New Guinea,Oceanian,EPNG9334-15_Elateridae_Agrypninae_Agrypnini_Agrypnus_alternatus_Papua_New_Guinea
FBCON595-13,Insecta,Coleoptera,NA,NA,NA,Elateridae,Agrypninae,Agrypnini,NA,Lacon,NA,Lacon querceus,NA,Germany,Palearctic,FBCON595-13_Elateridae_Agrypninae_Agrypnini_Lacon_querceus_Germany
GBAAZ15683-24,Insecta,Coleoptera,NA,NA,NA,Elateridae,Agrypninae,Agrypnini,NA,Meristhus,NA,Meristhus niponensis,NA,Unrecoverable,NA,GBAAZ15683-24_Elateridae_Agrypninae_Agrypnini_Meristhus_niponensis_Unrecoverable
GBCL18349-14,Insecta,Coleoptera,NA,NA,NA,Elateridae,Agrypninae,Agrypnini,NA,Meristhus,NA,Meristhus niponensis,NA,South Korea,Palearctic,GBCL18349-14_Elateridae_Agrypninae_Agrypnini_Meristhus_niponensis_South_Korea
GBCL18364-14,Insecta,Coleoptera,NA,NA,NA,Elateridae,Agrypninae,Agrypnini,NA,Agrypnus,NA,Agrypnus herzi,NA,South Korea,Palearctic,GBCL18364-14_Elateridae_Agrypninae_Agrypnini_Agrypnus_herzi_South_Korea
GBCOU5764-14,Insecta,Coleoptera,NA,NA,NA,Elateridae,Agrypninae,Agrypnini,NA,Lacon,NA,Lacon punctatus,NA,Greece,Palearctic,GBCOU5764-14_Elateridae_Agrypninae_Agrypnini_Lacon_punctatus_Greece
GBCOU6477-14,Insecta,Coleoptera,NA,NA,NA,Elateridae,Agrypninae,Agrypnini,NA,Danosoma,NA,Danosoma fasciata,NA,Germany,Palearctic,GBCOU6477-14_Elateridae_Agrypninae_Agrypnini_Danosoma_fasciata_Germany
GBMNC61778-20,Insecta,Coleoptera,NA,NA,NA,Elateridae,Agrypninae,Agrypnini,NA,Agrypnus,NA,Agrypnus sp. UPOL RK0067,NA,NA,NA,GBMNC61778-20_Elateridae_Agrypninae_Agrypnini_Agrypnus_sp._UPOL_RK0067_NA
GBMNC61779-20,Insecta,Coleoptera,NA,NA,NA,Elateridae,Agrypninae,Agrypnini,NA,Adelocera,NA,Adelocera sp. UPOL RK0065,NA,NA,NA,GBMNC61779-20_Elateridae_Agrypninae_Agrypnini_Adelocera_sp._UPOL_RK0065_NA
GBMNC61780-20,Insecta,Coleoptera,NA,NA,NA,Elateridae,Agrypninae,Agrypnini,NA,Adelocera,NA,Adelocera sp. UPOL RK0064,NA,NA,NA,GBMNC61780-20_Elateridae_Agrypninae_Agrypnini_Adelocera_sp._UPOL_RK0064_NA
GBMNC61782-20,Insecta,Coleoptera,NA,NA,NA,Elateridae,Agrypninae,Agrypnini,NA,Adelocera,NA,Adelocera sp. UPOL RK0062,NA,NA,NA,GBMNC61782-20_Elateridae_Agrypninae_Agrypnini_Adelocera_sp._UPOL_RK0062_NA
GBMNC61783-20,Insecta,Coleoptera,NA,NA,NA,Elateridae,Agrypninae,Agrypnini,NA,Adelocera,NA,Adelocera sp. UPOL RK0053,NA,NA,NA,GBMNC61783-20_Elateridae_Agrypninae_Agrypnini_Adelocera_sp._UPOL_RK0053_NA
GBMNC61784-20,Insecta,Coleoptera,NA,NA,NA,Elateridae,Agrypninae,Agrypnini,NA,Lacon,NA,Lacon sp. UPOL RK0036,NA,NA,NA,GBMNC61784-20_Elateridae_Agrypninae_Agrypnini_Lacon_sp._UPOL_RK0036_NA
GMGSM896-13,Insecta,Coleoptera,NA,NA,NA,Elateridae,Agrypninae,Agrypnini,NA,Lacon,NA,Lacon discoideus,NA,United States,Nearctic,GMGSM896-13_Elateridae_Agrypninae_Agrypnini_Lacon_discoideus_United_States
GMVNA1070-21,Insecta,Coleoptera,NA,NA,NA,Elateridae,Agrypninae,Agrypnini,NA,Adelocera,NA,NA,NA,Vietnam,Indomalayan,GMVNA1070-21_Elateridae_Agrypninae_Agrypnini_Adelocera_Vietnam
JEBP021-13,Insecta,Coleoptera,NA,NA,NA,Elateridae,Agrypninae,Agrypnini,NA,Agrypnus,NA,Agrypnus binodulus,NA,Japan,Sino-Japanese,JEBP021-13_Elateridae_Agrypninae_Agrypnini_Agrypnus_binodulus_Japan
JEBP023-13,Insecta,Coleoptera,NA,NA,NA,Elateridae,Agrypninae,Agrypnini,NA,Agrypnus,NA,Agrypnus binodulus,NA,Japan,Sino-Japanese,JEBP023-13_Elateridae_Agrypninae_Agrypnini_Agrypnus_binodulus_Japan
JEBP032-13,Insecta,Coleoptera,NA,NA,NA,Elateridae,Agrypninae,Agrypnini,NA,Agrypnus,NA,Agrypnus binodulus,NA,Japan,Sino-Japanese,JEBP032-13_Elateridae_Agrypninae_Agrypnini_Agrypnus_binodulus_Japan
JEBP047-13,Insecta,Coleoptera,NA,NA,NA,Elateridae,Agrypninae,Agrypnini,NA,Agrypnus,NA,Agrypnus cordicollis,NA,Japan,Sino-Japanese,JEBP047-13_Elateridae_Agrypninae_Agrypnini_Agrypnus_cordicollis_Japan
JEBP051-13,Insecta,Coleoptera,NA,NA,NA,Elateridae,Agrypninae,Agrypnini,NA,Adelocera,NA,Adelocera difficilis,NA,Japan,Sino-Japanese,JEBP051-13_Elateridae_Agrypninae_Agrypnini_Adelocera_difficilis_Japan
JEBP052-13,Insecta,Coleoptera,NA,NA,NA,Elateridae,Agrypninae,Agrypnini,NA,Adelocera,NA,Adelocera difficilis,NA,Japan,Sino-Japanese,JEBP052-13_Elateridae_Agrypninae_Agrypnini_Adelocera_difficilis_Japan
JEBP053-13,Insecta,Coleoptera,NA,NA,NA,Elateridae,Agrypninae,Agrypnini,NA,Adelocera,NA,Adelocera difficilis,NA,Japan,Sino-Japanese,JEBP053-13_Elateridae_Agrypninae_Agrypnini_Adelocera_difficilis_Japan
JEBP055-13,Insecta,Coleoptera,NA,NA,NA,Elateridae,Agrypninae,Agrypnini,NA,Agrypnus,NA,Agrypnus fuliginosus,NA,Japan,Sino-Japanese,JEBP055-13_Elateridae_Agrypninae_Agrypnini_Agrypnus_fuliginosus_Japan
JEBP067-13,Insecta,Coleoptera,NA,NA,NA,Elateridae,Agrypninae,Agrypnini,NA,Agrypnus,NA,Agrypnus hypnicola,NA,Japan,Sino-Japanese,JEBP067-13_Elateridae_Agrypninae_Agrypnini_Agrypnus_hypnicola_Japan
JEBP100-13,Insecta,Coleoptera,NA,NA,NA,Elateridae,Agrypninae,Agrypnini,NA,Agrypnus,NA,Agrypnus mikawaensis,NA,Japan,Sino-Japanese,JEBP100-13_Elateridae_Agrypninae_Agrypnini_Agrypnus_mikawaensis_Japan
JEBP101-13,Insecta,Coleoptera,NA,NA,NA,Elateridae,Agrypninae,Agrypnini,NA,Agrypnus,NA,Agrypnus mikawaensis,NA,Japan,Sino-Japanese,JEBP101-13_Elateridae_Agrypninae_Agrypnini_Agrypnus_mikawaensis_Japan
JEBP102-13,Insecta,Coleoptera,NA,NA,NA,Elateridae,Agrypninae,Agrypnini,NA,Agrypnus,NA,Agrypnus mikawaensis,NA,Japan,Sino-Japanese,JEBP102-13_Elateridae_Agrypninae_Agrypnini_Agrypnus_mikawaensis_Japan
JEBP106-13,Insecta,Coleoptera,NA,NA,NA,Elateridae,Agrypninae,Agrypnini,NA,Agrypnus,NA,Agrypnus miyamotoi,NA,Japan,Sino-Japanese,JEBP106-13_Elateridae_Agrypninae_Agrypnini_Agrypnus_miyamotoi_Japan
JEBP107-13,Insecta,Coleoptera,NA,NA,NA,Elateridae,Agrypninae,Agrypnini,NA,Agrypnus,NA,Agrypnus miyakei,NA,Japan,Sino-Japanese,JEBP107-13_Elateridae_Agrypninae_Agrypnini_Agrypnus_miyakei_Japan
JEBP108-13,Insecta,Coleoptera,NA,NA,NA,Elateridae,Agrypninae,Agrypnini,NA,Agrypnus,NA,Agrypnus miyamotoi,NA,Japan,Sino-Japanese,JEBP108-13_Elateridae_Agrypninae_Agrypnini_Agrypnus_miyamotoi_Japan
JEBP109-13,Insecta,Coleoptera,NA,NA,NA,Elateridae,Agrypninae,Agrypnini,NA,Agrypnus,NA,Agrypnus miyamotoi,NA,Japan,Sino-Japanese,JEBP109-13_Elateridae_Agrypninae_Agrypnini_Agrypnus_miyamotoi_Japan
JEBP155-13,Insecta,Coleoptera,NA,NA,NA,Elateridae,Agrypninae,Agrypnini,NA,Agrypnus,NA,Agrypnus sakishimanus,NA,Japan,Sino-Japanese,JEBP155-13_Elateridae_Agrypninae_Agrypnini_Agrypnus_sakishimanus_Japan
JEBP165-13,Insecta,Coleoptera,NA,NA,NA,Elateridae,Agrypninae,Agrypnini,NA,Agrypnus,NA,Agrypnus scrofa,NA,Japan,Sino-Japanese,JEBP165-13_Elateridae_Agrypninae_Agrypnini_Agrypnus_scrofa_Japan
JEBP168-13,Insecta,Coleoptera,NA,NA,NA,Elateridae,Agrypninae,Agrypnini,NA,Agrypnus,NA,Agrypnus scutellaris,NA,Japan,Sino-Japanese,JEBP168-13_Elateridae_Agrypninae_Agrypnini_Agrypnus_scutellaris_Japan
JEBP170-13,Insecta,Coleoptera,NA,NA,NA,Elateridae,Agrypninae,Agrypnini,NA,Agrypnus,NA,Agrypnus scutellaris,NA,Japan,Sino-Japanese,JEBP170-13_Elateridae_Agrypninae_Agrypnini_Agrypnus_scutellaris_Japan
JEBP191-13,Insecta,Coleoptera,NA,NA,NA,Elateridae,Agrypninae,Agrypnini,NA,Agrypnus,NA,Agrypnus tsushimensis,NA,Japan,Sino-Japanese,JEBP191-13_Elateridae_Agrypninae_Agrypnini_Agrypnus_tsushimensis_Japan
JEBP192-13,Insecta,Coleoptera,NA,NA,NA,Elateridae,Agrypninae,Agrypnini,NA,Agrypnus,NA,Agrypnus tsukamotoi,NA,Japan,Sino-Japanese,JEBP192-13_Elateridae_Agrypninae_Agrypnini_Agrypnus_tsukamotoi_Japan
JEBP208-13,Insecta,Coleoptera,NA,NA,NA,Elateridae,Agrypninae,Agrypnini,NA,Agrypnus,NA,Agrypnus yuppe,NA,Japan,Sino-Japanese,JEBP208-13_Elateridae_Agrypninae_Agrypnini_Agrypnus_yuppe_Japan
JEBP251-13,Insecta,Coleoptera,NA,NA,NA,Elateridae,Agrypninae,Agrypnini,NA,Danosoma,NA,Danosoma fasciata,NA,Japan,Sino-Japanese,JEBP251-13_Elateridae_Agrypninae_Agrypnini_Danosoma_fasciata_Japan
JEBP452-13,Insecta,Coleoptera,NA,NA,NA,Elateridae,Agrypninae,Agrypnini,NA,Lacon,NA,Lacon boninensis,NA,Japan,Sino-Japanese,JEBP452-13_Elateridae_Agrypninae_Agrypnini_Lacon_boninensis_Japan
JEBP460-13,Insecta,Coleoptera,NA,NA,NA,Elateridae,Agrypninae,Agrypnini,NA,Lacon,NA,Lacon maeklinii,NA,Japan,Sino-Japanese,JEBP460-13_Elateridae_Agrypninae_Agrypnini_Lacon_maeklinii_Japan
JEBP465-13,Insecta,Coleoptera,NA,NA,NA,Elateridae,Agrypninae,Agrypnini,NA,Lacon,NA,Lacon parallelus,NA,Japan,Sino-Japanese,JEBP465-13_Elateridae_Agrypninae_Agrypnini_Lacon_parallelus_Japan
JEBP466-13,Insecta,Coleoptera,NA,NA,NA,Elateridae,Agrypninae,Agrypnini,NA,Lacon,NA,Lacon parallelus,NA,Japan,Sino-Japanese,JEBP466-13_Elateridae_Agrypninae_Agrypnini_Lacon_parallelus_Japan
JEBP467-13,Insecta,Coleoptera,NA,NA,NA,Elateridae,Agrypninae,Agrypnini,NA,Lacon,NA,Lacon quadrinodatus,NA,Japan,Sino-Japanese,JEBP467-13_Elateridae_Agrypninae_Agrypnini_Lacon_quadrinodatus_Japan
JEBP477-13,Insecta,Coleoptera,NA,NA,NA,Elateridae,Agrypninae,Agrypnini,NA,Lacon,NA,Lacon yayeyamanus,NA,Japan,Sino-Japanese,JEBP477-13_Elateridae_Agrypninae_Agrypnini_Lacon_yayeyamanus_Japan
JEBP557-13,Insecta,Coleoptera,NA,NA,NA,Elateridae,Agrypninae,Agrypnini,NA,Meristhus,NA,Meristhus niponensis,NA,Japan,Sino-Japanese,JEBP557-13_Elateridae_Agrypninae_Agrypnini_Meristhus_niponensis_Japan
JEBP723-13,Insecta,Coleoptera,NA,NA,NA,Elateridae,Agrypninae,Agrypnini,NA,Rismethus,NA,Rismethus ryukyuensis,NA,Japan,Sino-Japanese,JEBP723-13_Elateridae_Agrypninae_Agrypnini_Rismethus_ryukyuensis_Japan
LYMAC078-15,Insecta,Coleoptera,NA,NA,NA,Elateridae,Agrypninae,Agrypnini,NA,Lacon,NA,Lacon rorulentus,NA,United States,Nearctic,LYMAC078-15_Elateridae_Agrypninae_Agrypnini_Lacon_rorulentus_United_States
